File Name,Column Name,Data Type,Missing Values,Missing %,Unique Values,Sample Value
work_activities.csv,Date,str,0,0.0,23,08/2023
work_activities.csv,Domain Source,str,0,0.0,3,Incumbent
job_titles.csv,O*NET-SOC Code,str,0,0.0,1016,11-1011.00
job_titles.csv,Title,str,0,0.0,1016,Chief Executives
job_titles.csv,Job Title,str,0,0.0,46687,Aeronautics Commission Director
job_titles.csv,Short Title,str,53404,92.81,3316,BD Executive
job_titles.csv,Source(s),str,0,0.0,105,08
survey_booklet_locations.csv,Element ID,str,0,0.0,137,2.C.1.a
survey_booklet_locations.csv,Element Name,str,0,0.0,137,Administration and Management
survey_booklet_locations.csv,Survey Item Number,str,0,0.0,211,KN01
survey_booklet_locations.csv,Scale ID,str,0,0.0,19,IM
survey_booklet_locations.csv,Scale Name,str,0,0.0,18,Importance
occupation_level_metadata.csv,O*NET-SOC Code,str,0,0.0,878,11-1011.00
occupation_level_metadata.csv,Title,str,0,0.0,878,Chief Executives
occupation_level_metadata.csv,Item,str,0,0.0,13,Data Collection Mode
occupation_level_metadata.csv,Response,str,4638,14.4,44,Paper
occupation_level_metadata.csv,N,float64,3760,11.68,134,95.0
occupation_level_metadata.csv,Percent,float64,878,2.73,988,18.9
occupation_level_metadata.csv,Date,str,0,0.0,22,08/2023
knowledge.csv,O*NET-SOC Code,str,0,0.0,894,11-1011.00
knowledge.csv,Title,str,0,0.0,894,Chief Executives
knowledge.csv,Element ID,str,0,0.0,33,2.C.1.a
knowledge.csv,Element Name,str,0,0.0,33,Administration and Management
knowledge.csv,Scale ID,str,0,0.0,2,IM
knowledge.csv,Scale Name,str,0,0.0,2,Importance
knowledge.csv,Data Value,float64,0,0.0,676,4.78
knowledge.csv,N,float64,1056,1.79,81,28.0
knowledge.csv,Standard Error,float64,14916,25.28,8188,0.1102
knowledge.csv,Lower CI Bound,float64,15604,26.45,21634,4.5564
knowledge.csv,Upper CI Bound,float64,15604,26.45,28752,5.0
knowledge.csv,Recommend Suppress,str,13926,23.6,2,N
knowledge.csv,Not Relevant,str,29502,50.0,2,N
knowledge.csv,Date,str,0,0.0,23,08/2023
knowledge.csv,Domain Source,str,0,0.0,3,Incumbent
